Dia,Taxa Compra Manhã,Taxa Venda Manhã,PU Compra Manhã,PU Venda Manhã,PU Base Manhã
16/12/2022,0.0693,0.0705,3570.21,3560.75,3560.75
19/12/2022,0.0695,0.0707,3570.69,3562.51,3562.51
20/12/2022,0.069,0.0702,3575.02,3566.84,3566.84
21/12/2022,0.06709999999999999,0.0683,3587.04,3578.87,3578.87
22/12/2022,0.0678,0.069,3584.75,3576.6,3576.6
23/12/2022,0.0672,0.0684,3590.88,3581.46,3581.46
26/12/2022,0.0674,0.06860000000000001,3589.69,3581.69,3581.69
27/12/2022,0.0674,0.06860000000000001,3591.12,3583.13,3583.13
28/12/2022,0.0674,0.06860000000000001,3592.54,3584.57,3584.57
29/12/2022,0.0653,0.0665,3607.82,3597.45,3597.45
02/01/2023,0.0663,0.0675,3603.79,3595.85,3595.85
03/01/2023,0.0674,0.06860000000000001,3599.25,3591.33,3591.33
04/01/2023,0.06860000000000001,0.0698,3594.22,3586.31,3586.31
05/01/2023,0.0683,0.0695,3597.27,3589.38,3589.38
06/01/2023,0.0679,0.0691,3601.86,3592.98,3592.98
09/01/2023,0.0684,0.0696,3600.62,3592.75,3592.75
10/01/2023,0.0683,0.0695,3608.53,3600.44,3600.44
11/01/2023,0.0676,0.0688,3613.94,3605.86,3605.86
12/01/2023,0.06570000000000001,0.0669,3625.76,3617.68,3617.68
13/01/2023,0.0659,0.06709999999999999,3627.66,3618.26,3618.26
16/01/2023,0.0662,0.0674,3627.58,3619.65,3619.65
17/01/2023,0.0666,0.0678,3626.98,3619.06,3619.06
18/01/2023,0.0653,0.0665,3635.42,3627.51,3627.51
19/01/2023,0.067,0.0682,3627.94,3620.04,3620.04
20/01/2023,0.06509999999999999,0.0663,3640.74,3631.64,3631.64
23/01/2023,0.06509999999999999,0.0663,3642.26,3634.39,3634.39
24/01/2023,0.0639,0.06509999999999999,3650.14,3642.26,3642.26
25/01/2023,0.0626,0.0638,3659.04,3651.13,3651.13
26/01/2023,0.06309999999999999,0.0643,3657.93,3650.04,3650.04
27/01/2023,0.0642,0.0654,3655.01,3645.82,3645.82
30/01/2023,0.0641,0.0653,3657.09,3649.23,3649.23
31/01/2023,0.0637,0.0649,3660.75,3652.9,3652.9
01/02/2023,0.0643,0.0655,3659.17,3651.33,3651.33
02/02/2023,0.06559999999999999,0.0668,3653.97,3646.15,3646.15
03/02/2023,0.0673,0.06849999999999999,3648.06,3638.94,3638.94
06/02/2023,0.0679,0.0691,3646.57,3638.78,3638.78
07/02/2023,0.0668,0.068,3653.84,3646.06,3646.06
08/02/2023,0.0668,0.068,3655.43,3647.66,3647.66
09/02/2023,0.06559999999999999,0.0668,3662.28,3654.56,3654.56
10/02/2023,0.0645,0.06570000000000001,3670.73,3661.76,3661.76
13/02/2023,0.063,0.0642,3679.98,3672.27,3672.27
14/02/2023,0.0629,0.0641,3682.01,3674.32,3674.32
15/02/2023,0.061900000000000004,0.06309999999999999,3689.1,3680.98,3680.98
16/02/2023,0.059800000000000006,0.061,3701.84,3693.73,3693.73
17/02/2023,0.0593,0.0605,3710.61,3698.23,3698.23
22/02/2023,0.06,0.061200000000000004,3708.93,3700.84,3700.84
23/02/2023,0.061200000000000004,0.062400000000000004,3704.72,3696.63,3696.63
24/02/2023,0.061,0.0622,3709.81,3699.61,3699.61
27/02/2023,0.061799999999999994,0.063,3707,3698.99,3698.99
28/02/2023,0.0611,0.0623,3712.45,3704.46,3704.46
01/03/2023,0.0608,0.062,3715.87,3707.88,3707.88
02/03/2023,0.0616,0.06280000000000001,3713.71,3705.74,3705.74
03/03/2023,0.062400000000000004,0.0636,3713.61,3703.62,3703.62
06/03/2023,0.062,0.0632,3717.53,3709.59,3709.59
07/03/2023,0.0608,0.062,3725.46,3717.53,3717.53
08/03/2023,0.0611,0.0623,3725.85,3717.93,3717.93
09/03/2023,0.060700000000000004,0.061900000000000004,3729.75,3721.85,3721.85
10/03/2023,0.0605,0.0617,3737.1,3726.88,3726.88
13/03/2023,0.0605,0.0617,3739.09,3731.1,3731.1
14/03/2023,0.0602,0.061399999999999996,3742.58,3734.6,3734.6
15/03/2023,0.0601,0.0613,3744.83,3737.1,3737.1
16/03/2023,0.0591,0.0603,3751.56,3743.84,3743.84
17/03/2023,0.0604,0.0616,3748.65,3739.16,3739.16
20/03/2023,0.0603,0.061500000000000006,3750.91,3743.21,3743.21
21/03/2023,0.0604,0.0616,3752.18,3744.49,3744.49
22/03/2023,0.060599999999999994,0.061799999999999994,3752.96,3745.29,3745.29
23/03/2023,0.060899999999999996,0.0621,3753.26,3745.6,3745.6
24/03/2023,0.060700000000000004,0.061900000000000004,3757.79,3748.36,3748.36
27/03/2023,0.0613,0.0625,3756.95,3749.29,3749.29
28/03/2023,0.0613,0.0625,3758.76,3751.11,3751.11
29/03/2023,0.0623,0.0635,3755.72,3748.09,3748.09
30/03/2023,0.0616,0.06280000000000001,3760.92,3753.3,3753.3
31/03/2023,0.0616,0.06280000000000001,3764.57,3755.13,3755.13
03/04/2023,0.0632,0.0644,3758.69,3751.1,3751.1
04/04/2023,0.0622,0.0634,3765.32,3757.73,3757.73
05/04/2023,0.06269999999999999,0.0639,3764.75,3757.18,3757.18
06/04/2023,0.0626,0.0638,3769.81,3759.5,3759.5
10/04/2023,0.06309999999999999,0.0643,3769.27,3761.72,3761.72
11/04/2023,0.06269999999999999,0.0639,3771.31,3763.84,3763.84
12/04/2023,0.062400000000000004,0.0636,3774.5,3767.04,3767.04
13/04/2023,0.0629,0.0641,3773.91,3766.46,3766.46
14/04/2023,0.06269999999999999,0.0639,3777.93,3769.19,3769.19
17/04/2023,0.0636,0.06480000000000001,3775.27,3768.06,3768.06
18/04/2023,0.0632,0.0644,3778.72,3771.52,3771.52
19/04/2023,0.0642,0.0654,3775.63,3768.44,3768.44
20/04/2023,0.0647,0.0659,3776.85,3767.72,3767.72
24/04/2023,0.0642,0.0654,3780.76,3773.6,3773.6
25/04/2023,0.0638,0.065,3784.2,3777.05,3777.05
26/04/2023,0.0639,0.06509999999999999,3785.32,3778.19,3778.19
27/04/2023,0.0641,0.0653,3786.47,3779.32,3779.32
28/04/2023,0.0654,0.0666,3784.21,3775,3775
02/05/2023,0.0667,0.0679,3779.93,3772.79,3772.79
03/05/2023,0.0664,0.0676,3782.95,3775.83,3775.83
04/05/2023,0.06709999999999999,0.0683,3781.44,3774.33,3774.33
05/05/2023,0.06709999999999999,0.0683,3784.49,3776.01,3776.01
08/05/2023,0.0672,0.0684,3785.71,3778.62,3778.62
09/05/2023,0.0677,0.0689,3785.13,3778.06,3778.06
10/05/2023,0.0675,0.0687,3787.7,3780.64,3780.64
11/05/2023,0.0672,0.0684,3790.72,3783.67,3783.67
12/05/2023,0.0689,0.0701,3788.47,3779.83,3779.83
15/05/2023,0.0698,0.071,3786.08,3779.16,3779.16
16/05/2023,0.0701,0.0713,3786.37,3779.46,3779.46
17/05/2023,0.0713,0.0725,3782.72,3775.82,3775.82
18/05/2023,0.0726,0.0738,3778.67,3771.78,3771.78
19/05/2023,0.07400000000000001,0.07519999999999999,3775.43,3767.36,3767.36
22/05/2023,0.07440000000000001,0.0756,3775.36,3768.5,3768.5
23/05/2023,0.0745,0.0757,3776.6,3769.75,3769.75
24/05/2023,0.0737,0.07490000000000001,3781.71,3774.88,3774.88
25/05/2023,0.0735,0.0747,3784.24,3777.42,3777.42
26/05/2023,0.07490000000000001,0.0761,3778.9,3771.37,3771.37
29/05/2023,0.0762,0.0774,3774.89,3768.25,3768.25
30/05/2023,0.0756,0.0768,3778.97,3772.35,3772.35
31/05/2023,0.0765,0.07769999999999999,3776.7,3770.09,3770.09
01/06/2023,0.0771,0.0783,3775.72,3769.12,3769.12
02/06/2023,0.0762,0.0774,3781.92,3774.46,3774.46
05/06/2023,0.07629999999999999,0.0775,3783.04,3776.47,3776.47
06/06/2023,0.0754,0.0766,3788.35,3781.79,3781.79
07/06/2023,0.0759,0.0771,3784.28,3777.62,3777.62
09/06/2023,0.0765,0.07769999999999999,3783.73,3776.8,3776.8
12/06/2023,0.0753,0.0765,3790.08,3783.73,3783.73
13/06/2023,0.0758,0.077,3789.39,3783.05,3783.05
14/06/2023,0.076,0.07719999999999999,3789.94,3783.63,3783.63
15/06/2023,0.0754,0.0766,3793.53,3787.48,3787.48
16/06/2023,0.0759,0.0771,3792.66,3786.57,3786.57
19/06/2023,0.07519999999999999,0.0764,3796.64,3790.62,3790.62
20/06/2023,0.0747,0.0759,3799.79,3793.79,3793.79
21/06/2023,0.07429999999999999,0.0755,3802.52,3796.54,3796.54
22/06/2023,0.0742,0.0754,3804.03,3798.06,3798.06
23/06/2023,0.07339999999999999,0.0746,3808.42,3802.42,3802.42
26/06/2023,0.0735,0.0747,3809.11,3803.18,3803.18
27/06/2023,0.0739,0.0751,3808.61,3802.68,3802.68
28/06/2023,0.0736,0.0748,3808.95,3803.19,3803.19
29/06/2023,0.07400000000000001,0.07519999999999999,3808.32,3802.57,3802.57
30/06/2023,0.0736,0.0748,3810.64,3805.14,3805.14
03/07/2023,0.073,0.0742,3813.98,3808.26,3808.26
04/07/2023,0.0721,0.0733,3818.49,3812.79,3812.79
05/07/2023,0.0723,0.0735,3818.64,3812.96,3812.96
06/07/2023,0.07139999999999999,0.0726,3823.13,3817.46,3817.46
07/07/2023,0.071,0.0722,3825.4,3819.98,3819.98
10/07/2023,0.07,0.0712,3830.24,3824.61,3824.61
11/07/2023,0.0701,0.0713,3831.11,3825.48,3825.48
12/07/2023,0.0699,0.0711,3832.81,3827.21,3827.21
13/07/2023,0.0701,0.0713,3832.96,3827.37,3827.37
14/07/2023,0.0699,0.0711,3834.92,3829.09,3829.09
17/07/2023,0.0701,0.0713,3835.3,3829.5,3829.5
18/07/2023,0.0702,0.07139999999999999,3836.07,3830.29,3830.29
19/07/2023,0.0699,0.0711,3838.37,3832.61,3832.61
20/07/2023,0.0699,0.0711,3839.52,3833.78,3833.78
21/07/2023,0.0702,0.07139999999999999,3839.78,3833.81,3833.81
24/07/2023,0.0699,0.0711,3842.08,3836.37,3836.37
25/07/2023,0.0689,0.0701,3847.02,3841.32,3841.32
26/07/2023,0.06860000000000001,0.0698,3848.99,3843.34,3843.34
27/07/2023,0.0681,0.0693,3851.99,3846.35,3846.35
28/07/2023,0.0676,0.0688,3855.17,3849.35,3849.35
31/07/2023,0.0682,0.0694,3854.03,3848.42,3848.42
01/08/2023,0.06860000000000001,0.0698,3853.64,3848.05,3848.05
02/08/2023,0.0696,0.0708,3851.06,3845.48,3845.48
03/08/2023,0.0689,0.0701,3854.77,3849.21,3849.21
04/08/2023,0.0672,0.0684,3862.35,3856.61,3856.61
07/08/2023,0.0659,0.06709999999999999,3868.23,3862.72,3862.72
08/08/2023,0.0667,0.0679,3866.37,3860.87,3860.87
09/08/2023,0.0666,0.0678,3867.83,3862.34,3862.34
10/08/2023,0.0665,0.0677,3869.28,3863.81,3863.81
11/08/2023,0.0666,0.0678,3871.71,3865.9,3865.9
14/08/2023,0.0672,0.0684,3870.68,3865.18,3865.18
15/08/2023,0.0673,0.06849999999999999,3871.5,3865.99,3865.99
16/08/2023,0.066,0.0672,3877.36,3871.86,3871.86
17/08/2023,0.0659,0.06709999999999999,3878.89,3873.41,3873.41
18/08/2023,0.0663,0.0675,3879,3873.16,3873.16
21/08/2023,0.0665,0.0677,3879.47,3874.02,3874.02
22/08/2023,0.0665,0.0677,3880.65,3875.21,3875.21
23/08/2023,0.0667,0.0679,3881.12,3875.7,3875.7
24/08/2023,0.0664,0.0676,3883.36,3877.96,3877.96
25/08/2023,0.0665,0.0677,3884.57,3878.8,3878.8
28/08/2023,0.0653,0.0665,3891.86,3886.35,3886.35
29/08/2023,0.0654,0.0666,3892.81,3887.32,3887.32
30/08/2023,0.0661,0.0673,3891.69,3886.22,3886.22
31/08/2023,0.0669,0.0681,3890.25,3884.78,3884.78
01/09/2023,0.0675,0.0687,3890.17,3884.06,3884.06
04/09/2023,0.067,0.0682,3893.22,3887.77,3887.77
05/09/2023,0.0663,0.0675,3896.93,3891.51,3891.51
06/09/2023,0.0654,0.0666,3901.63,3895.9,3895.9
08/09/2023,0.06509999999999999,0.0663,3904.61,3898.57,3898.57
11/09/2023,0.06509999999999999,0.0663,3905.91,3900.55,3900.55
12/09/2023,0.0639,0.06509999999999999,3910.16,3904.86,3904.86
13/09/2023,0.064,0.0652,3911.08,3905.79,3905.79
14/09/2023,0.0639,0.06509999999999999,3912.67,3907.39,3907.39
15/09/2023,0.0632,0.0644,3917.45,3911,3911
18/09/2023,0.0632,0.0644,3918.89,3913.45,3913.45
19/09/2023,0.0635,0.0647,3919.35,3913.92,3913.92
20/09/2023,0.0632,0.0644,3921.79,3916.38,3916.38
21/09/2023,0.06309999999999999,0.0643,3923.57,3918.17,3918.17
22/09/2023,0.06269999999999999,0.0639,3927.32,3920.95,3920.95
25/09/2023,0.0634,0.0646,3926.48,3921.12,3921.12
26/09/2023,0.0639,0.06509999999999999,3926.32,3920.96,3920.96
27/09/2023,0.0644,0.06559999999999999,3925.15,3919.89,3919.89
28/09/2023,0.0645,0.06570000000000001,3926.22,3920.98,3920.98
29/09/2023,0.0641,0.0653,3929.73,3923.66,3923.66
02/10/2023,0.0633,0.0645,3933.66,3928.45,3928.45
03/10/2023,0.0637,0.0649,3933.77,3928.58,3928.58
04/10/2023,0.06509999999999999,0.0663,3930.74,3925.55,3925.55
05/10/2023,0.0666,0.0678,3927.45,3922.26,3922.26
06/10/2023,0.068,0.0692,3925.36,3919.34,3919.34
09/10/2023,0.0675,0.0687,3928.35,3923.18,3923.18
10/10/2023,0.0662,0.0674,3933.8,3928.65,3928.65
11/10/2023,0.0667,0.0679,3931.9,3926.51,3926.51
13/10/2023,0.0679,0.0691,3930.32,3924.54,3924.54
16/10/2023,0.0676,0.0688,3932.64,3927.57,3927.57
17/10/2023,0.0667,0.0679,3936.79,3931.74,3931.74
18/10/2023,0.0681,0.0693,3933.97,3928.92,3928.92
19/10/2023,0.0679,0.0691,3935.99,3930.96,3930.96
20/10/2023,0.0677,0.0689,3938.79,3932.99,3932.99
23/10/2023,0.0672,0.0684,3941.7,3936.7,3936.7
24/10/2023,0.0674,0.06860000000000001,3942.52,3937.54,3937.54
25/10/2023,0.0673,0.06849999999999999,3944.22,3939.26,3939.26
26/10/2023,0.0676,0.0688,3944.76,3939.81,3939.81
27/10/2023,0.0668,0.068,3948.54,3942.98,3942.98
30/10/2023,0.0667,0.0679,3950.19,3945.33,3945.33
31/10/2023,0.06709999999999999,0.0683,3950.39,3945.54,3945.54
01/11/2023,0.0672,0.0684,3951.8,3946.63,3946.63
03/11/2023,0.0665,0.0677,3955.86,3950.36,3950.36
06/11/2023,0.0667,0.0679,3956.64,3951.85,3951.85
07/11/2023,0.0664,0.0676,3958.86,3954.08,3954.08
08/11/2023,0.0673,0.06849999999999999,3957.67,3952.9,3952.9
09/11/2023,0.0679,0.0691,3957.35,3952.59,3952.59
10/11/2023,0.0678,0.069,3958.58,3953.27,3953.27
13/11/2023,0.0679,0.0691,3959.64,3954.95,3954.95
14/11/2023,0.0676,0.0688,3962.19,3957.14,3957.14
16/11/2023,0.067,0.0682,3965.26,3960.53,3960.53
17/11/2023,0.0673,0.06849999999999999,3966.6,3961.13,3961.13
20/11/2023,0.067,0.0682,3968.83,3964.14,3964.14
21/11/2023,0.0666,0.0678,3971.32,3966.65,3966.65
22/11/2023,0.06509999999999999,0.0663,3976.79,3972.14,3972.14
23/11/2023,0.0652,0.0664,3977.9,3973.27,3973.27
24/11/2023,0.0654,0.0666,3979.51,3974.12,3974.12
27/11/2023,0.06509999999999999,0.0663,3981.69,3977.09,3977.09
28/11/2023,0.065,0.0662,3983.34,3978.76,3978.76
29/11/2023,0.0652,0.0664,3984.39,3979.81,3979.81
30/11/2023,0.0666,0.0678,3982.11,3977.54,3977.54
01/12/2023,0.0666,0.0678,3984.32,3978.97,3978.97
04/12/2023,0.067,0.0682,3984.7,3980.15,3980.15
05/12/2023,0.0673,0.06849999999999999,3985.36,3980.82,3980.82
06/12/2023,0.0677,0.0689,3985.76,3981.23,3981.23
07/12/2023,0.0682,0.0694,3985.92,3981.41,3981.41
08/12/2023,0.06709999999999999,0.0683,3990.95,3985.66,3985.66
11/12/2023,0.06709999999999999,0.0683,3992.37,3987.9,3987.9
12/12/2023,0.0667,0.0679,3994.06,3989.64,3989.64
13/12/2023,0.0665,0.0677,3995.96,3991.55,3991.55
14/12/2023,0.0663,0.0675,3997.85,3993.46,3993.46
15/12/2023,0.0673,0.06849999999999999,3997.86,3992.39,3992.39
18/12/2023,0.0673,0.06849999999999999,3999.39,3994.91,3994.91
19/12/2023,0.0674,0.06860000000000001,4000.67,3996.2,3996.2
20/12/2023,0.06709999999999999,0.0683,4002.92,3998.48,3998.48
21/12/2023,0.06709999999999999,0.0683,4004.44,4000.01,4000.01
22/12/2023,0.0679,0.0691,4005.52,3999.62,3999.62
26/12/2023,0.0679,0.0691,4007.05,4002.64,4002.64
27/12/2023,0.068,0.0692,4008.35,4003.96,4003.96
28/12/2023,0.0682,0.0694,4012.43,4005.04,4005.04
02/01/2024,0.0658,0.067,4022.51,4018.03,4018.03
03/01/2024,0.0659,0.06709999999999999,4023.94,4019.47,4019.47
04/01/2024,0.0644,0.06559999999999999,4029.07,4024.64,4024.64
05/01/2024,0.0639,0.06509999999999999,4033.17,4027.46,4027.46
08/01/2024,0.0637,0.0649,4035.27,4030.87,4030.87
09/01/2024,0.0641,0.0653,4036,4031.61,4031.61
10/01/2024,0.0632,0.0644,4039.68,4035.31,4035.31
11/01/2024,0.0634,0.0646,4043.04,4038.61,4038.61
12/01/2024,0.0638,0.065,4045.31,4039.44,4039.44
15/01/2024,0.0637,0.0649,4047.09,4042.86,4042.86
16/01/2024,0.064,0.0652,4047.98,4043.76,4043.76
17/01/2024,0.064,0.0652,4049.54,4045.34,4045.34
18/01/2024,0.0646,0.0658,4049.79,4045.6,4045.6
19/01/2024,0.065,0.0662,4051.62,4046.32,4046.32
22/01/2024,0.06509999999999999,0.0663,4052.98,4048.81,4048.81
23/01/2024,0.0642,0.0654,4056.47,4052.33,4052.33
24/01/2024,0.0621,0.0633,4062.49,4058.39,4058.39
25/01/2024,0.06280000000000001,0.064,4062.54,4058.46,4058.46
26/01/2024,0.0625,0.0637,4065.84,4060.65,4060.65
29/01/2024,0.0645,0.06570000000000001,4062.25,4058.24,4058.24
30/01/2024,0.0644,0.06559999999999999,4063.96,4059.97,4059.97
31/01/2024,0.0649,0.0661,4064.44,4060.46,4060.46
01/02/2024,0.0653,0.0665,4065.14,4061.17,4061.17
02/02/2024,0.0663,0.0675,4065.64,4060.68,4060.68
05/02/2024,0.0669,0.0681,4065.98,4062.02,4062.02
06/02/2024,0.0669,0.0681,4067.52,4063.58,4063.58
07/02/2024,0.0667,0.0679,4069.45,4065.54,4065.54
08/02/2024,0.0669,0.0681,4071.91,4067.96,4067.96
09/02/2024,0.06570000000000001,0.0669,4078.04,4071.91,4071.91
14/02/2024,0.06559999999999999,0.0668,4079.82,4075.91,4075.91
15/02/2024,0.0653,0.0665,4082.47,4078.09,4078.09
16/02/2024,0.0652,0.0664,4086.85,4080.37,4080.37
19/02/2024,0.0653,0.0665,4088.74,4084.37,4084.37
20/02/2024,0.06570000000000001,0.0669,4090.07,4085.72,4085.72
21/02/2024,0.0674,0.06860000000000001,4089,4084.64,4084.64
22/02/2024,0.06709999999999999,0.0683,4091.66,4087.33,4087.33
23/02/2024,0.0674,0.06860000000000001,4095.33,4088.9,4088.9
26/02/2024,0.0678,0.069,4096.72,4092.42,4092.42
27/02/2024,0.06860000000000001,0.0698,4097.41,4093.11,4093.11
28/02/2024,0.0699,0.0711,4098.21,4093.84,4093.84
29/02/2024,0.0713,0.0725,4097.97,4093.6,4093.6
01/03/2024,0.0725,0.0737,4100.38,4093.75,4093.75
04/03/2024,0.07429999999999999,0.0755,4099.53,4095.15,4095.15
05/03/2024,0.0746,0.0758,4101.31,4096.95,4096.95
06/03/2024,0.07490000000000001,0.0761,4103.1,4098.75,4098.75
07/03/2024,0.0754,0.0766,4104.56,4100.22,4100.22
08/03/2024,0.0758,0.077,4108.47,4101.88,4101.88
11/03/2024,0.0764,0.0776,4109.8,4105.47,4105.47
12/03/2024,0.0768,0.078,4112.61,4108.25,4108.25
13/03/2024,0.0775,0.0787,4113.86,4109.51,4109.51
14/03/2024,0.078,0.07919999999999999,4115.44,4111.1,4111.1
15/03/2024,0.0787,0.0799,4116.35,4112.4,4112.4
18/03/2024,0.0797,0.0809,4116.28,4112.86,4112.86
19/03/2024,0.0794,0.0806,4118.27,4114.87,4114.87
20/03/2024,0.0782,0.0794,4121.63,4118.27,4118.27
21/03/2024,0.0783,0.0795,4122.98,4119.62,4119.62
22/03/2024,0.07780000000000001,0.079,4125.77,4121.91,4121.91
25/03/2024,0.0786,0.07980000000000001,4126.06,4122.74,4122.74
26/03/2024,0.0787,0.0799,4127.42,4124.11,4124.11
27/03/2024,0.0765,0.07769999999999999,4132.69,4129.39,4129.39
28/03/2024,0.0775,0.0787,4133.66,4129.44,4129.44
01/04/2024,0.0775,0.0787,4135.19,4131.91,4131.91
02/04/2024,0.077,0.0782,4137.44,4134.18,4134.18
03/04/2024,0.0774,0.0786,4138.4,4135.15,4135.15
04/04/2024,0.0761,0.07730000000000001,4141.76,4138.54,4138.54
05/04/2024,0.0747,0.0759,4145.83,4142.04,4142.04
08/04/2024,0.0727,0.0739,4150.08,4146.94,4146.94
09/04/2024,0.0736,0.0748,4150.32,4147.18,4147.18
10/04/2024,0.07440000000000001,0.0756,4148.19,4145.16,4145.16
11/04/2024,0.0753,0.0765,4148.39,4145.36,4145.36
12/04/2024,0.076,0.07719999999999999,4149.3,4145.86,4145.86
15/04/2024,0.0748,0.076,4152.55,4149.3,4149.3
16/04/2024,0.0751,0.07629999999999999,4153.84,4150.6,4150.6
17/04/2024,0.0756,0.0768,4154.88,4151.65,4151.65
18/04/2024,0.0768,0.078,4155.06,4151.83,4151.83
19/04/2024,0.078,0.07919999999999999,4156.24,4152.05,4152.05
22/04/2024,0.078,0.07919999999999999,4157.96,4154.76,4154.76
23/04/2024,0.0782,0.0794,4159.45,4156.25,4156.25
24/04/2024,0.0788,0.08,4160.46,4157.27,4157.27
25/04/2024,0.0787,0.0799,4162.31,4159.15,4159.15
26/04/2024,0.0784,0.0796,4165.37,4161.25,4161.25
29/04/2024,0.07980000000000001,0.081,4165.29,4162.15,4162.15
30/04/2024,0.0801,0.08130000000000001,4167.16,4163.57,4163.57
02/05/2024,0.0806,0.0818,4168.35,4165.23,4165.23
03/05/2024,0.0806,0.0818,4171.04,4167,4167
06/05/2024,0.0785,0.0797,4175.09,4172.03,4172.03
07/05/2024,0.0767,0.0779,4178.75,4175.74,4175.74
08/05/2024,0.07780000000000001,0.079,4179.28,4176.27,4176.27
09/05/2024,0.092,0.0932,4166.25,4163.08,4163.08
10/05/2024,0.091,0.0922,4171.69,4167.43,4167.43
13/05/2024,0.09359999999999999,0.09480000000000001,4171.06,4167.84,4167.84
14/05/2024,0.0933,0.09449999999999999,4173.36,4170.16,4170.16
15/05/2024,0.0908,0.092,4177.75,4174.64,4174.64
